OBJECTID,Site_Name,DNO_Area,Substation_ID,Site_Type,Transformer_Rating__kVA_,Firm_Capacity__MVA_,Customer_Numbers,Site_Level,Three_Phase_,Primary_Voltage__kV_,Secondary_Voltage__kV_,Maximum_Demand__kW_,Upstream_Substation,Postcode,Postcodes_Fed,Postal_Sectors_Fed,Eastings,Northings,slope,slope_dimensionless,class,mannings,df_class,rofrs_0_2m,rofrs_0_3m,rofrs_0_6m,rofrs_0_9m,rofrs_1_2m,rofsw_0_2m,rofsw_0_3m,rofsw_0_6m,rofsw_0_9m,rofsw_1_2m,rofrs_high,rofrs_med,rofrs_low,rofsw_high,rofsw_med,rofsw_low,rof_high,rof_med,rof_low,velocity_high,velocity_med,velocity_low,df_high,df_med,df_low,hazard_high,hazard_med,hazard_low,degree_high,degree_med,degree_low
3463,SEDGEFIELD INDUSTRIAL WEST,North East,5.39134E+11,Ground Mounted,315,Not Applicable,≤5,Distribution,Yes,20,0.4,Redacted,FISHBURN,TS21 3EE,Redacted,Not Applicable,435616,529793,0.195949599,0.003419979,Suburban,0.013,Urban,,,,,,High,Medium,Very low,Very low,Very low,0,0,0,0.2,0.3,0.3,0.2,0.3,0.3,1.538467637,2.01596291,2.01596291,0,1,1,0.407693527,1.754788873,1.754788873,Low,Significant,Significant
1082,AYCLIFFE 10,North East,1.70262E+11,Ground Mounted,500,Not Applicable,21,Distribution,Yes,11,0.4,480.6,AYCLIFFE INDUSTRIAL,DL5 6DX,"DL5 6HP, DL5 6HN, DL5 6DX",Not Applicable,428172,523601,0.184116885,0.003213457,Suburban,0.013,Urban,,,,,,Very low,Very low,Very low,Very low,Very low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
1074,MIDDRIDGE MEADOWS,North East,53194162531,Pole Mounted,50,Not Applicable,≤5,Distribution,Unknown,11,0.4,Redacted,AYCLIFFE INDUSTRIAL,DL5 7JQ,Redacted,Not Applicable,425700,525804,0.183051407,0.003194861,Improved grassland,0.04,Pasture/Arable,High,High,High,Low,Very low,Very low,Very low,Very low,Very low,Very low,0.6,0.6,0.9,0,0,0,0.6,0.6,0.9,1.005233147,1.005233147,1.31722806,0,0,0.5,0.903139888,0.903139888,2.135505254,Moderate,Moderate,Significant
987,STAINTON VILLAGE EAST,North East,3.47713E+11,Pole Mounted,100,Not Applicable,45,Distribution,Yes,20,0.4,47.8,HARMIRE BRIDGE,DL12 8RD,"DL12 8RQ, DL12 8RD, DL12 8RH, DL12 8RB",Not Applicable,407109,518452,0.170983687,0.002984237,Improved grassland,0.04,Pasture/Arable,,,,,,High,High,Very low,Very low,Very low,0,0,0,0.3,0.3,0.3,0.3,0.3,0.3,0.612027372,0.612027372,0.612027372,0,0,0,0.333608212,0.333608212,0.333608212,Low,Low,Low
1111,AYCLIFFE WHESSOE,North East,2.49001E+11,Ground Mounted,500,Not Applicable,≤5,Distribution,Yes,11,0.4,Redacted,HEIGHINGTON,DL5 6QG,Redacted,Not Applicable,427746,522361,0.160260156,0.002797075,Urban,0.013,Urban,,,,,,Medium,Low,Very low,Very low,Very low,0,0,0,0,0.2,0.3,0,0.2,0.3,0,1.391325277,1.823151873,0,0,1,0,0.378265055,1.696945562,,Low,Significant
4091,CHESTER RIVERSIDE,North East,1.90625E+11,Ground Mounted,500,Not Applicable,6,Distribution,Yes,11,0.4,24.6,HOUGHTON,DH3 3SJ,"DH3 3SJ, DH3 3SH, DH3 3EE, DH3 3PF, DH3 3QR",Not Applicable,428336,550779,0.154966086,0.002704675,Urban,0.013,Urban,High,Medium,Medium,Low,Low,,,,,,0.2,0.6,1.2,0,0,0,0.2,0.6,1.2,1.368151498,2.845869799,4.517536713,0,1,1,0.3736303,3.007521879,7.021044055,Low,Extreme,Extreme
2885,EAST HOWLE SEWAGE,North East,1.17811E+11,Pole Mounted,25,Not Applicable,≤5,Distribution,Unknown,20,0.4,Redacted,SPENNYMOOR 66/20KV,DL17 8BN,Redacted,Not Applicable,429671,533943,0.154833823,0.002702367,Broadleaved woodland,0.1,Woodland,,,,,,Low,Low,Very low,Very low,Very low,0,0,0,0,0,0.3,0,0,0.3,0,0,0.232962652,0,0,0.5,0,0,0.719888796,,,Low
457,SOUTH CHURCH TEESCRAFT,Yorkshire,8.86664E+11,Ground Mounted,1000,Not Applicable,≤5,Distribution,Yes,11,0.4,Redacted,FYLANDS BRIDGE,DL14 6XB,Redacted,Not Applicable,421329,527962,0.154562712,0.002697635,Urban,0.013,Urban,,,,,,Very low,Very low,Very low,Very low,Very low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
701,BARFORTH HALL,North East,3.07044E+11,Pole Mounted,50,Not Applicable,≤5,Distribution,Unknown,20,0.4,Redacted,SKERNESIDE,DL11 7UL,Redacted,Not Applicable,416385,516784,0.153367117,0.002676768,Suburban,0.013,Urban,,,,,,Very low,Very low,Very low,Very low,Very low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
375,ST HELENS FIBRES,North East,9.024E+11,Ground Mounted,800,Not Applicable,≤5,Distribution,Yes,11,0.4,Redacted,FYLANDS BRIDGE,DL14 9AD,Redacted,Not Applicable,419302,526896,0.147352636,0.002571794,Urban,0.013,Urban,,,,,,Low,Very low,Very low,Very low,Very low,0,0,0,0,0,0.2,0,0,0.2,0,0,1.334119592,0,0,0,0,0,0.366823918,,,Low
1169,MORDON HOWE,North East,3.23694E+11,Pole Mounted,100,Not Applicable,≤5,Distribution,Unknown,20,0.4,Redacted,SKERNESIDE,TS21 2HG,Redacted,Not Applicable,432681,524596,0.131833717,0.002300936,Improved grassland,0.04,Pasture/Arable,,,,,,High,High,Very low,Very low,Very low,0,0,0,0.3,0.3,0.3,0.3,0.3,0.3,0.537410929,0.537410929,0.537410929,0,0,0,0.311223279,0.311223279,0.311223279,Low,Low,Low
1592,STANHOPE FURNACE,North East,96476641995,Ground Mounted,1410,Not Applicable,≤5,Distribution,Unknown,11,0.4,Redacted,EASTGATE CEMENT,DL13 2YR,Redacted,Not Applicable,400017,538572,0.13066195,0.002280485,Urban,0.013,Urban,Medium,Low,Low,Low,Very low,,,,,,0,0.2,0.9,0,0,0,0,0.2,0.9,0,1.256291068,3.424248554,0,0,1,0,0.351258214,4.531823699,,Low,Extreme
3690,TANFIELD SEWAGE (PEN),North East,7.6052E+11,Pole Mounted,200,Not Applicable,≤5,Distribution,Unknown,11,0.4,Redacted,TANFIELD,DH9 9UY,Redacted,Not Applicable,419365,554845,0.124153838,0.002166897,Suburban,0.013,Urban,Low,Very low,Very low,Very low,Very low,,,,,,0,0,0.2,0,0,0,0,0,0.2,0,0,1.224604194,0,0,0,0,0,0.344920839,,,Low
2948,PETERLEE FIENNES,North East,3.11397E+11,Ground Mounted,500,Not Applicable,≤5,Distribution,Unknown,11,0.4,Redacted,PETERLEE INDUSTRIAL,SR8 2JF,Redacted,Not Applicable,440790,541498,0.117789999,0.002055826,Urban,0.013,Urban,,,,,,Low,Very low,Very low,Very low,Very low,0,0,0,0,0,0.2,0,0,0.2,0,0,1.192806077,0,0,0,0,0,0.338561215,,,Low
3160,HOUGHALL,North East,5.1732E+11,Ground Mounted,500,Not Applicable,13,Distribution,Unknown,11,0.4,215.8,BELMONT,DH1 3SQ,"DH1 3SH, DH1 3SQ, DH1 3SL, DH1 3PJ, DH1 3SG",Not Applicable,428232,541158,0.117664732,0.00205364,Suburban,0.013,Urban,Medium,Medium,Low,Low,Low,,,,,,0,0.3,1.2,0,0,0,0,0.3,1.2,0,1.562186792,3.936464046,0,1,1,0,1.618656038,6.323756856,,Significant,Extreme
1198,PRESTON LE SKERNE RAIL,North East,3.9028E+11,Pole Mounted,25,Not Applicable,≤5,Distribution,Unknown,20,0.4,Redacted,SKERNESIDE,TS21 2HG,Redacted,Not Applicable,431622,525017,0.114586502,0.001999914,Improved grassland,0.04,Pasture/Arable,High,High,High,High,Medium,Very low,Very low,Very low,Very low,Very low,0.9,1.2,1.2,0,0,0,0.9,1.2,1.2,1.042175165,1.262505303,1.262505303,0.5,0.5,0.5,1.887957649,2.615006363,2.615006363,Significant,Extreme,Extreme
3649,BLANCHLAND SEWERAGE,North East,3.31065E+11,Pole Mounted,100,Not Applicable,≤5,Distribution,Unknown,11,0.4,Redacted,CONSETT,DH8 9SR,Redacted,Not Applicable,396865,550324,,0,Suburban,0.013,Urban,Medium,Medium,Very low,Very low,Very low,,,,,,0,0.3,0.3,0,0,0,0,0.3,0.3,0,0,0,0,1,1,0,1.15,1.15,,Moderate,Moderate
