OBJECTID,Site_Name,DNO_Area,Substation_ID,Site_Type,Transformer_Rating__kVA_,Firm_Capacity__MVA_,Customer_Numbers,Site_Level,Three_Phase_,Primary_Voltage__kV_,Secondary_Voltage__kV_,Maximum_Demand__kW_,Upstream_Substation,Postcode,Postcodes_Fed,Postal_Sectors_Fed,Eastings,Northings,slope,slope_dimensionless,class,mannings,df_class,rofrs_0_2m,rofrs_0_3m,rofrs_0_6m,rofrs_0_9m,rofrs_1_2m,rofsw_0_2m,rofsw_0_3m,rofsw_0_6m,rofsw_0_9m,rofsw_1_2m,rofrs_high,rofrs_med,rofrs_low,rofsw_high,rofsw_med,rofsw_low,rof_high,rof_med,rof_low,velocity_high,velocity_med,velocity_low,df_high,df_med,df_low,hazard_high,hazard_med,hazard_low,degree_high,degree_med,degree_low
3483,Durham East,North East,7.63002E+11,Ground Mounted,,22,4990,Primary,Yes,66,11,13945.609807968129,Potter House,DH1  5SU,"DH1 3RW, DH1 3EQ, DH1 3EP, DH1 3RH, DH1 3RN, DH1 3EW, DH1 3RS, DH1 3RL, DH1 5RZ, DH1 5QB, DH1 5QG, DH1 5QN, DH1 5QF, DH1 5QD, DH1 5QE, DH1 5QW, DH1 5QQ, DH1 5SA, DH1 5QT, DH1 5PT, DH1 5QS, DH1 5QR, DH1 5PS, DH1 5PU, DH1 3EH, DH1 3RJ, DH1 3EE, DH1 4PP, DH1 4PW, DH1 4QX, DH1 4QP, DH1 4SH, DH1 4PR, DH1 4GB, DH1 3NP, DH1 4SJ, DH1 4NQ, DH1 4DB, DH1 4UQ, DH1 4NH, DH1 5TP, DH1 4NF, DH1 4NE, DH1 5UA, DH1 4NG, DH1 4BH, DH1 4FP, DH1 4BG, DH1 4EF, DH1 4BN, DH1 1SF, DH1 1SQ, DH1 1SW, DH1 3JS, DH1 3HL, DH1 3HW, DH1 3HB, DH1 3ES, DH1 3NU, DH1 3RQ, DH1 3ER, DH1 3ET, DH1 3UJ, DH1 1RR, DH1 4PS, DH1 4QN, DH1 4QW, DH1 3EA, DH1 3EB, DH1 4SZ, DH1 4QL, DH1 4LT, DH1 4LY, DH1 4RL, DH1 4LZ, DH1 4NA, DH1 4RQ, DH1 4ND, DH1 4LX, DH1 4NL, DH1 4TP, DH1 4NB, DH1 4TL, DH1 4RF, DH1 4RJ, DH1 4RG, DH1 3HN, DH1 3AN, DH1 3DB, DH1 3AQ, DH1 5PD, DH1 5GB, DH1 5FA, DH1 5GP, DH1 5GY, DH1 5GT, DH1 5GU, DH1 5GL, DH1 5GE, DH1 5GW, DH1 5GS, DH1 5GR, DH1 5GA, DH1 5FN, DH1 5GN, DH1 5TS, DH1 5TT, DH1 5XR, DH1 5QY, DH1 5QZ, DH1 5NF, DH1 5XT, DH1 5XP, DH1 5YQ, DH1 5YH, DH1 5YJ, DH1 4UD, DH1 4UB, DH1 4SW, DH1 4SL, DH1 4SR, DH1 4RA, DH1 4TZ, DH1 4SQ, DH1 4TY, DH1 5PJ, DH1, DH1 5HF, DH1 3BA, DH1 3AZ, DH1 3RB, DH1 3NJ, DH1 3FN, DH1 3NE, DH1 3RD, DH1 3RA, DH1 3PG, DH1 3NH, DH1 3PQ, DH1 3NZ, DH1 5ZF, DH1 5PY, DH1 5XA, DH1 5QA, DH1 5XB, DH1 5PZ, DH1 5PX, DH1 5QJ, DH1 5PR, DH1 5QL, DH1 1XF, DH1 3NL, DH1 1XD, DH1 3, DH1 3NB, DH1 1RH, DH1 3ND, DH1 1RE, DH1 1QP, DH1 1RG, DH1 1TX, DH1 1QT, DH1 1RF, DH1 1QW, DH1 1SA, DH1 1WA, DH1 1QE, DH1 1SG, DH1 1QS, DH1 1RS, DH1 1LH, DH1 1RP, DH1 1RX, DH1 1RU, DH1 1RT, DH1 3DY, DH1 3FL, DH1 3DZ, DH1 3DL, DH1 3DN, DH1 3DT, DH1 3DS, DH1 3DU, DH1 3DQ, DH1 3DW, DH1 3DP, DH1 3PN, DH1 3AF, DH1 3AA, DH1 3NR, DH1 3AG, DH1 3UL, DH1 3NG, DH1 1JS, DH1 5TE, DH1 5YL, DH1 5ND, DH1 5XG, DH1 5XF, DH1 5QX, DH1 5QU, DH1 5XD, DH1 3RP, DH1 1QZ, DH1 1TS, DH1 5RN, DH1 5TA, DH1 5GF, DH1 3AR, DH1 3AL, DH6 4HE, DH1 3AP, DH1 3DG, DH1 3AW, DH1 3AS, DH1 4NJ, DH1 4LU, DH1 4LS, DH1 5RP, DH1 5XW, DH1 4QU, DH1 4QG, DH1 4QF, DH1 4PZ, DH1 4QB, DH1 4QD, DH1 4QE, DH1 4GA, DH1 1LR, DH1 4DJ, DH1 4SN, DH1 4RZ, DH1 4SG, DH1 4PY, DH1 4EY, DH1 4RD, DH1 4SF, DH1 5SZ, DH1 5SY, DH1 5SX, DH1 5SU, DH1 4RB, DH1 4QQ, DH1 4QT, DH1 4ER, DH1 4PT, DH1 4EJ, DH1 4EP, DH1 4EL, DH1 4QJ, DH1 4QY, DH1 4EG, DH1 4EE, DH1 4EQ, DH1 4ET, DH1 4QH, DH1 4DS, DH1 4ED, DH1 4DP, DH1 5TU, DH1 1AA, DH1 1LN, DH1 1LW, DH1 1RD, DH1 1RB, DH1 1XE, DH1 4AY, DH1 4AX, DH1 4RR, DH1 4BD, DH1 4BE, DH1 4UF, DH1 4RE, DH1 4RN, DH1 4BW, DH1 4RW, DH1 4DQ, DH1 4RP, DH1 4UE, DH1 4BB, DH1 4RT, DH1 4RU, DH1 4SE, DH1 4BA, DH1 4DA, DH1 4RX, DH1 4RS, DH1 4DF, DH1 5YN, DH1 4TD, DH1 4HA, DH1 4GZ, DH1 4EW, DH1 4GY, DH1 3AH, DH1 3JU, DH1 3HP, DH1 4DG, DH1 4DE, DH1 4ES, DH1 4EX, DH1 4DD, DH1 4EU, DH1 4DH, DH1 5PQ, DH1 5PF, DH1 5PG, DH1 5PH, DH1 5QP, DH1 5NE, DH1 5AN, DH1 5UJ, DH1 5UH, DH1 5UE, DH1 5PE","DH11, DH13, DH14, DH15, DH34, DH46",427344,542985,0.647125363,0.011294949,Urban,0.013,Urban,Low,Low,Very low,Very low,Very low,,,,,,0,0,0.3,0,0,0,0,0,0.3,0,0,3.663641298,0,0,1,0,0,2.24909239,,,Significant
1134,SEDGEFIELD STOCKTON ROAD,North East,8.14308E+11,Pole Mounted,25,Not Applicable,6,Distribution,Yes,20,0.4,Redacted,FISHBURN,TS21 3HA,TS21 3HA,Not Applicable,436505,528219,0.644485295,0.011248865,Suburban,0.013,Urban,,,,,,Low,Low,Very low,Very low,Very low,0,0,0,0,0,0.3,0,0,0.3,0,0,3.656159774,0,0,1,0,0,2.246847932,,,Significant
3987,WALDRIDGE BURNSIDE,North East,3.33476E+11,Ground Mounted,315,Not Applicable,198,Distribution,Yes,11,0.4,275,HIGH FLATTS,DH2 2UJ,"DH2 2XP, DH2 2UJ, DH2 2NQ, DH2 2UH, DH2 2UL, DH2 2NY",Not Applicable,425896,551056,0.629873335,0.010993806,Suburban,0.013,Urban,,,,,,Very low,Very low,Very low,Very low,Very low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2824,MEADOWFIELD ST JOHNS,North East,1.15295E+11,Ground Mounted,1250,Not Applicable,≤5,Distribution,Yes,11,0.4,Redacted,MEADOWFIELD,DH7 8XL,Redacted,Not Applicable,425201,539243,0.628335893,0.01096697,Urban,0.013,Urban,,,,,,Low,Low,Very low,Very low,Very low,0,0,0,0,0,0.3,0,0,0.3,0,0,3.610057682,0,0,1,0,0,2.233017305,,,Significant
463,HEDGEHOLME,North East,9.58496E+11,Pole Mounted,25,Not Applicable,≤5,Distribution,Unknown,20,0.4,Redacted,SKERNESIDE,DL2 3RS,Redacted,Not Applicable,414511,516430,0.605624437,0.010570534,Improved grassland,0.04,Pasture/Arable,,,,,,Very low,Very low,Very low,Very low,Very low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
1303,AYCLIFFE DURHAM,North East,8.36732E+11,Ground Mounted,1000,Not Applicable,≤5,Distribution,Yes,11,0.4,Redacted,HEIGHINGTON,DL5 6XN,Redacted,Not Applicable,427797,522959,0.604987562,0.010559417,Urban,0.013,Urban,,,,,,Low,Very low,Very low,Very low,Very low,0,0,0,0,0,0.2,0,0,0.2,0,0,2.703314799,0,0,0,0,0,0.64066296,,,Low
1620,WILLINGTON SCHOOL,North East,2.31038E+11,Ground Mounted,315,Not Applicable,7,Distribution,Yes,20,0.4,382.5,TORONTO 66/20KV,DL15 0QF,"DL15 0QH, DL15 0QF",Not Applicable,420106,534650,0.601642728,0.010501032,Urban,0.013,Urban,,,,,,Low,,,,,0,0,0,0,0,0.2,0,0,0.2,0,0,2.695830893,0,0,0,0,0,0.639166179,,,Low
1145,SHILDON RADIATORS,North East,8.97529E+11,Ground Mounted,1600,Not Applicable,≤5,Distribution,Unknown,11,0.4,Redacted,FYLANDS BRIDGE,DL4 2QN,Redacted,Not Applicable,423234,525629,0.601274908,0.010494612,Urban,0.013,Urban,,,,,,Medium,Very low,Very low,Very low,Very low,0,0,0,0,0.2,0.2,0,0.2,0.2,0,2.695006645,2.695006645,0,0,0,0,0.639001329,0.639001329,,Low,Low
1054,SWAN CARR PUMPS,North East,6.32466E+11,Pole Mounted,100,Not Applicable,≤5,Distribution,Unknown,20,0.4,Redacted,SKERNESIDE,DL5 6JQ,Redacted,Not Applicable,431127,525407,0.599666953,0.010466545,Improved grassland,0.04,Pasture/Arable,High,High,High,High,Medium,,,,,,0.9,1.2,1.2,0,0,0,0.9,1.2,1.2,2.384167073,2.888212724,2.888212724,0.5,0.5,0.5,3.095750366,4.565855268,4.565855268,Extreme,Extreme,Extreme
2738,WHEATLEY HILL NORTH,North East,2.48912E+11,Pole Mounted,100,Not Applicable,31,Distribution,No,20,0.4,32.8,STONEY CUT,DH6 3QN,"DH6 3QL, DH6 3QN",Not Applicable,438549,539621,0.585787416,0.010224275,Suburban,0.013,Urban,,,,,,Very low,Very low,Very low,Very low,Very low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
3235,DURHAM GATE 20,North East,3.68013E+11,Ground Mounted,1000,Not Applicable,≤5,Distribution,Yes,20,0.4,Redacted,SPENNYMOOR 66/20KV,DL16 6GF,Redacted,Not Applicable,427850,534525,0.58494848,0.010209632,Suburban,0.013,Urban,,,,,,Low,Very low,Very low,Very low,Very low,0,0,0,0,0,0.2,0,0,0.2,0,0,2.658163447,0,0,0,0,0,0.631632689,,,Low
1036,NEWTON AYCLIFFE GARBURN,North East,7.97957E+11,Ground Mounted,500,Not Applicable,233,Distribution,Yes,11,0.4,287.5,AYCLIFFE INDUSTRIAL,DL5 7DE,"DL5 7DE, DL5 7DQ, DL5 7ED, DL5 7DG, DL5 7PE, DL5 7AN, DL5 7DD, DL5 7DJ, DL5 7DF",Not Applicable,426674,525218,0.574896991,0.010034182,Suburban,0.013,Urban,,,,,,Very low,Very low,Very low,Very low,Very low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
571,WEST SHAW,North East,4.25894E+11,Pole Mounted,25,Not Applicable,≤5,Distribution,Unknown,20,0.4,Redacted,HARMIRE BRIDGE,DL12 8UP,Redacted,Not Applicable,408190,515501,0.573844492,0.010015811,Arable and horticulture,0.03,Pasture/Arable,,,,,,Medium,Very low,Very low,Very low,Very low,0,0,0,0,0.2,0.2,0,0.2,0.2,0,1.140884805,1.140884805,0,0,0,0,0.328176961,0.328176961,,Low,Low
729,BOWES CHIMNEYS,North East,5.11159E+11,Pole Mounted,50,Not Applicable,≤5,Distribution,No,20,0.4,Redacted,HARMIRE BRIDGE,DL12 9SW,Redacted,Not Applicable,402843,513712,0.573357105,0.010007303,Suburban,0.013,Urban,,,,,,Very low,Very low,Very low,Very low,Very low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
845,EAST GREYSTONES,North East,1.17643E+11,Pole Mounted,50,Not Applicable,≤5,Distribution,No,20,0.4,Redacted,SKERNESIDE,DL2 3BL,Redacted,Not Applicable,418949,516597,0.567611217,0.009907009,Improved grassland,0.04,Pasture/Arable,,,,,,High,Medium,Very low,Very low,Very low,0,0,0,0.2,0.3,0.3,0.2,0.3,0.3,0.851003367,1.115129875,1.115129875,0,0,0,0.270200673,0.484538963,0.484538963,Low,Low,Low
1673,DERWENT GRANGE,North East,9.0024E+11,Pole Mounted,25,Not Applicable,≤5,Distribution,Unknown,20,0.4,Redacted,CONSETT,DH8 9BN,Redacted,Not Applicable,406701,549295,0.567217946,0.009900144,Improved grassland,0.04,Pasture/Arable,,,,,,Very low,Very low,Very low,Very low,Very low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
3343,ALDIN GRANGE SEWAGE,North East,9.64195E+11,Pole Mounted,200,Not Applicable,≤5,Distribution,Yes,20,0.4,Redacted,POTTER HOUSE T1 T3,DH1 4TH,Redacted,Not Applicable,424979,543184,0.55499506,0.009686794,Improved grassland,0.04,Pasture/Arable,Medium,Medium,Low,Very low,Very low,,,,,,0,0.3,0.6,0,0,0,0,0.3,0.6,0,1.102666582,1.750374092,0,0,0,0,0.480799974,1.350224455,,Low,Significant
1328,SOUTH CHURCH,North East,7.69142E+11,Ground Mounted,500,Not Applicable,167,Distribution,Yes,11,0.4,164,FYLANDS BRIDGE,DL14 6SL,"DL14 6RY, DL14 6SW, DL14 6SG, DL14 6XY, DL14 6RU, DL14 6ZG, DL14 6SF, DL14 6SQ, DL14 6FT, DL14 6SR, DL14 6SU, DL14 6ST, DL14 6SS, DL14 6TE, DL14 6TF, DL14 6SP, DL14 6SL",Not Applicable,421824,528298,0.551698446,0.009629252,Suburban,0.013,Urban,Low,Low,Very low,Very low,Very low,,,,,,0,0,0.3,0,0,0,0,0,0.3,0,0,3.382728115,0,0,1,0,0,2.164818434,,,Significant
1015,SHILDON MAGNECO,North East,61773601370,Ground Mounted,1000,Not Applicable,≤5,Distribution,Yes,11,0.4,Redacted,FYLANDS BRIDGE,DL4 1HG,Redacted,Not Applicable,422429,525593,0.54688704,0.009545269,Suburban,0.013,Urban,,,,,,Very low,Very low,Very low,Very low,Very low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
3655,Tanfield,North East,18571436615,Ground Mounted,,32,11841,Primary,Yes,66,11,11551.999855041495,Annfield,DH9  9DB,"DH9 9XF, DH9 9QX, DH9 9XW, DH9 9UU, DH9 9XB, DH9 7LJ, DH9 9XH, NE16 6NA, NE16 6ND, NE16 6NQ, NE16 6NN, NE16 6NB, NE16 6NJ, NE16 6LY, NE16 6NF, NE16 6LN, NE16 6PT, NE16 6NL, NE16 6PQ, NE16 6NG, NE16 6NE, NE16 6LZ, NE16 6LX, NE16 6NH, NE16 6NW, DH9 0EL, DH9 0LA, DH9 0EH, DH9 8RG, DH9 0JL, DH9 8RB, DH9 8RA, DH9 0LF, DH9 8RJ, DH9 0JY, DH9 0EQ, DH9 7TP, DH9 8RE, DH9 0JX, DH9 0LG, DH9 0EN, DH9 0ER, DH9 0EJ, DH9 0LB, DH9 0LE, DH9 0ET, DH9 0EU, DH9 0EG, DH9 0DZ, DH9 0EP, DH9 8RL, DH9 0JU, DH9 8RF, DH9 0EW, DH9 0ES, DH9 0JZ, DH9 0EE, DH9 0EF, DH9 9PT, DH9 9PU, DH9 9PR, DH9 9PP, DH9 9PS, DH9 9NH, DH9 8AY, DH9 8AS, DH9 8BE, DH9 9NQ, DH9 8AX, DH9 8BG, DH9 0UF, DH9 0UZ, DH9 0UN, DH9 0UJ, DH9 9JQ, DH9 9BG, DH9 9JG, DH9 9BH, DH9 9BQ, DH9 7NU, DH9 6HJ, DH9 6AH, DH9 6PT, DH9 6PL, DH9 7EF, DH9 6PX, DH9 6PD, DH9 6PZ, DH9 6NB, DH9 6PY, DH9 7NJ, DH9 8HY, DH9 6HH, DH9 6ND, DH9 7NP, DH9 6PN, DH9 7AZ, DH9 0JP, DH9 8AR, DH9 0PS, DH9 8BQ, DH9 8BH, DH9 8AP, DH9 8BW, DH9 8BN, DH9 8AW, DH9 8AN, DH9 9LS, DH9 9LT, DH9 9NP, DH9 9NR, DH9 9LU, DH9 9UY, NE16 6AG, NE16 6QW, NE16 6AT, DH9 9UA, NE16 6HW, NE16 6PU, NE16 6QJ, NE16 6JQ, NE16 6HP, NE16 6JH, NE16 6QG, NE16 6QL, NE16 6HN, NE16 6JJ, NE16 6QF, NE16 6QB, NE16 6QH, NE16 6QQ, NE16 6NP, NE16 6DN, NE16 6DR, NE16 6ED, NE16 6DS, NE16 6DZ, NE16 6DL, NE16 6DW, NE16 6DU, NE16 6DT, NE16 6DY, NE16 6DX, NE16 6BZ, NE16 6BF, NE16 6PH, NE16 6LU, NE16 6DP, DH9 9XL, DH9 9PD, DH9 9XU, DH9 9NS, DH9 9UN, DH9 9PG, DH9 9PF, DH9 9UT, DH9 9UH, DH9 9XR, DH9 9NE, DH9 9UW, DH9 9PH, DH9 9PE, DH9 9UR, DH9 9UJ, DH9 9PQ, DH9 9QS, DH9 9QT, DH9 9XA, NE16 6BD, NE16 6LP, NE16 6LW, NE16 6LR, DH9 9QN, DH9 9QL, DH9 6TF, DH9 6TA, DH9 6TD, DH9 6HL, DH9 6TG, DH9 6TE, NE16 6HD, NE16 6HA, NE16 6HQ, NE16 6AH, NE15 8QH, NE16 6JD, NE16 6HU, NE16 6HB, NE16 6AJ, NE16 6HF, NE16 6JB, NE16 6JE, NE16 6HY, NE16 6HT, NE13 7JX, NE16 6HX, NE16 6HZ, NE16 6JA, NE16 6HL, NE16 6HJ, NE16 6HS, NE16 6LL, NE16 6AN, NE16 6HR, DH9 7EU, DH9 7EB, DH9 7EE, DH9 7ER, DH9 7AP, DH9 7EW, DH9 7HL, DH9 7EX, DH9 7EZ, DH9 7HN, DH9 7ET, DH9 7EA, NE16 6AS, NE16 6AF, DL13 1DJ, NE39 1NP, DH9 7XW, DH9 6TX, DH9 0TH, DH9 7HH, DH9 6XQ, DH9 6XH, DH9 6XF, DH9 6QZ, DH9 6XB, DH9 6XL, DH9 6QR, DH9 6QP, DH9 6YT, DH9 6YS, DH9 6XG, DH9 6XJ, DH9 6XE, DH9 6XD, DH9 0TW, DH9 0JG, DH9 8AL, DH9 0NP, DH9 0HT, DH9 0LT, DH9 0JQ, DH9 0QU, DH9 0DR, DH9 8AQ, DH9 0BJ, DH9 0JH, DH9 0BL, DH9 8AF, DH9 0JE, DH9 0DU, DH9 0ST, DH9 0AB, DH9 9UB, DH9 9TY, DH9 9RR, DH9 9UE, DH9 9QY, DH9 9RZ, DH9 9TR, DH9 9RP, DH9 9RL, DH9 9QZ, DH9 9TQ, DH9 9RQ, DH9 7SY, DH9 6BQ, DH9 9RF, DH9 9RJ, DH9 9RW, DH9 9TU, DH9 9PJ, DH9 9TS, DH9 9TH, DH9 9TT, DH9 9TP, DH9 9RE, DH9 9RG, DH9 9TL, DH9 9RH, DH9 9TJ, DH9 9RN, DH9 9TF, DH9 7JJ, DH9 9SF, DH9 9NU, DH9 9TA, DH9 9RS, DH9 9TN, DH9 9TE, NE16 6EB, NE16 6EA, DH9 7AD, DH9 7AF, DH9 7QD, DH9 7AB, DH9 7BN, DH9 0EX, DH9 0HA, DH9 0EY, DH9 0HE, DH9 0EZ, DH9 0HD, DH9 0HN, DH9 0HB, NE16 5DX, DH9 6QY, DH9 6HN, DH9 6TQ, DH9 6QH, DH9 6QL, DH9 6QG, DH9 6QN, DH9 6QJ, DH9 6TL, DH9 6XA, DH9 6QQ, DH9 6HW, DH9 9XS, DH9 9JE, DH9 9LL, DH9 9NB, DH9 9JB, DH9 9LW, DH9 9LB, DH9 9JF, DH9 9JX, DH9 9HY, DH9 9LE, DH9 9LA, DH9 9JJ, DH9 9JY, DH9 9LP, DH9 9LR, DH9 9BL, DH9 9BJ, DH9 9JT, DH9 9JW, DH9 9JS, DH9 9JA, DH9 9JD, DH9 9HZ, DH9 6JG, DH9 6JD, DH9 6JH, DH9 6LE, DH9 6JJ, DH9 6NE, DH9 6LW, DH9 6JB, DH9 6JY, DH9 6HQ, DH9 6LN, DH9 6JX, DH9 6LP, DH9 6JR, DH9 6LL, DH9 6JU, DH9 6JP, DH9 6JL, DH9 6LA, DH9 6JF, DH9 6NG, DH9 6JS, DH9 6JW, DH9 6JQ, DH9 6LB, DH9 6JE, DH9 6JN, DH9 6LF, DH9 6JA, DH9 6LD, DH9 6JZ, DH9 6JT, DH9 9NX, DH9 8BA, DH9 8BB, DH9 8AT, DH9 8BD, DH9 8AZ, DH9 8AU, NE16 6BW, NE16 6HH, NE16 6BN, NE16 6HG, NE16 6BU, NE16 6BP, NE16 6BL, NE16 6BT, NE16 6AQ, NE16 6BS, NE16 6BX, NE16 6PX, NE16 6BY, NE16 6PY, DH9 9UF, NE16 6BH, DH9 6TP, DH9 6TN, DH9 6TU, DH9 6QD, DH9 6TR, DH9 6TT, DH9 6TB, DH9 6TW, DH9 6TS, NE16 6AL, NE16 6ET, NE16 6BB, NE15 8SX, NE16 6EE, DH9 6QT, DH9 6SZ, DH9 6QX, DH9 6QU, DH9 6QW, DH9 6NJ, DH9 6NR, DH9 7PD, DH9 7NG, DH9 7ND, DH9 7PN, DH9 6NH, DH9 6NX, DH9 6PA, DH9 6LJ, DH9 7NQ, DH9 6NQ, DH9 7NB, DH9 7PE, DH9 7NE, DH9 6AA, DH9 6QA, DH9 7PF, DH9 8AA, DH9 6LG, DH9 6LH, DH9 6LQ, DH9 7NF, DH9 7NA, DH9 7BA, DH9 0AQ, DH9 0TA, DH9 8AD, DH9 0TY, DH9 8AG, DH9 0TB, DH9 0SZ, DH9 0HX, DH9 0SX, DH9 8BJ, DH9 0XG, DH9 9LY, DH9 8AE, DH9 0HU, DH9 0SU, DH9 8AH, DH9 0NS, DH9 0SY, DH9 8BF, DH2 1AG, DH9 0GX, DH9 0NQ, DH9 0NH, DH9 0AD, DH9 6YX, DH9 6YU, NE16 6QE, NE16 6PZ, NE16 6QA, NE16 6PJ, NE16 6ES, NE16 6QD, NE16 6QN, DH9 9NJ, DH9 9NA, DH9 9NG, DH9 9NF, DH9 9NL, DH9 9LZ, DH9 9UL, DH9 9DB, DH9 9QE, DH9 9RA, DH9 9TD, TS29 6PA, DH9 9TW, DH9 6NF, DH9 9SJ, DH9 9RU, DH9 9SD, DH9 9SA, DH9 9SL, DH9 9SB, DH9 9FA, DH9 9RX, DH9 8HU, DH9 7XA, DH9 9RT, DH9 8NL, DH9 8NY, DH9 8NG, NE39 1NB, NE16 6JU, NE16 6JT, NE16 6JZ, NE16 6LS, NE16 6JY, NE16 6JX, DH9 7PA, DH9 7PX, DH9 7PW, DH9 7PT, DH9 7PH, DH9 7PP, DH9 7PS, DH9 7PG, DH9 7BX, DH9 7PQ, DH9 7PJ, DH9 7PR, DH9 7PU, DH9 7PL, DH9 0XP, DH9 0UE, DH9 0UB, DH9 0TU, DH9 0XF, DH9 0UA, DH9 0XR, DH9 0TL, DH9 0UG, DH9 0UX, DH9 0TZ, DH9 0XA, DH9 0UP, DH9 0XB, DH9 0UR, DH9 0UU, DH9 0UD, DH9 0UT, DH9 0UW, DH9 0LR, DH9 9QB, DH9 7AA, DH9 7RN, DH9 7RL, DH9 7QB, DH9 0AG, DH9 0TE, DH9 0NA, DH9 0ND, DL13 2, DH9 6HS, DH9 6HU, DH9 6HT, DH9 6HY, DH9 6HZ, DH9 6HP, DH9 6HX, DH9 6HR, DH9 7RU, DH9 9PX, DH9 9QD, DH9 9QW, DH9 9PZ, DH9 9QA, DH9 9QP, DH9 9PY, DH9 9SH, DH9 9SQ, DH9 9SG, DH9 9PN, DH9 9PW, DH9 9TB, DH9 6XZ, DH9 6BX, DH9 6BU, DH9 9JZ, DH9 9HX, DH9 9JU, DH9 0PT, DH9 0XD, DH9 0QD, DH9 0PX, DH9 0PP, DH9 0TJ, DH9 0TN, DH9 0TF, DH9 0QG, DH9 0DQ, DH9 0TR, DH9 7DJ, DH9 7BW, DH9 7DH, DH9 7DF, DH9 7DQ, DH9 7DL, DH9 7DB, DH9 7DD, DH9 7BP, DH9 7DW, DH9 7NR, DH9 7DE, DH9 7DA, DH9 7NW, DH9 7NL, DH9 7NN, DH9 7DG, DH9 7NT, DH9 7DN, DH9 7NS, DH9 0NB, DH9 8RD, DH9 8US, DH9 0HH, DH9 0HG, DH9 0LQ, DH9 8RN, DH9 0LZ, DH9 0LL, DH9 0HL, DH9 0LN, DH9 8RH, DH9 0LW, DH9 0LH, DH9 0HJ, DH9 0HF, DH9 0LJ, DH9 0HQ, DH9 0HR, DH9 8RQ, DH9 0LP, DH9 6TY, DH9 6UB, DH9 6UA, DH9 6UE, DH9 6UD, DH9 6TZ, DH9 6, DH9 6UG, DH9 6HD, NE39 1QE, NE39 1NN, NE39 1NL, NE16 6AR, DH9 9, DH9 9JP, NE16 6AZ, DH9 9XN, NE16 6BA, DH9 9PA, DH9 9NW, DH9 9NT, DH9 9NN, DH9 9PB, DH9 9LX, DH9 0PH, DH9 0NX, DH9 0AF, DH9 0NT, DH9 0PG, DH9 0DF, DH9 0PL, DH9 0PQ, DH9 0DJ, DH9 0PJ, DH9 0AE, DH9 0PA, NE16 6NR, NE16 6NS, NE16 6AU, DH9 7EY, DH9 7ES, DH9 7FB, DH9 7HB, DH9 7HD, DH9 7HQ, DH9 7HA, DH9 7HP, DH9 7HF, DH9 7HG, DH9 7HE, DH9 7HJ, NE16 6AY, NE16 6EL, NE16 6EN, NE16 6ER, NE16 6AX, NE16 6EW, NE16 6EP, NE16 6LQ, NE16 6JL, NE16 6LD, NE16 6AW, NE16 6JR, NE16 6LH, NE16 6JN, NE16 6LJ, NE16 6LB, NE16 6AP, NE16 6JP, NE16 6JS, NE16 6DA, NE16 6LG, NE16 6JF, NE16 6LF, NE16 6JW, NE16 6LE, DH9 6NN, DH9 6PB, DH9 6PQ, DH9 6NS, DH9 6LR, DH9 6PE, DH9 6LS, DH9 6DF, DH9 6PJ, DH9 6PF, DH9 6NT, DH9 6NU, DH9 6NW, DH9 6PH, DH9 6NP, DH9 6PG, DH9 0PE, DH9 0PU, DH9 0DY, DH9 0ED, DH9 0EB, DH9 0PN, DH9 0DX, DH9 0EA, DH9 0PB, DH9 0PD, DH9 0PF","DH90, DH96, DH97, DH98, DH99, NE166",419230,554621,0.544952333,0.009511499,Urban,0.013,Urban,Medium,Medium,Low,Very low,Very low,High,High,Very low,Very low,Very low,0,0.3,0.6,0.3,0.3,0.3,0.3,0.3,0.6,3.361981408,3.361981408,5.336812824,1,1,1,2.158594422,2.158594422,4.502087694,Significant,Significant,Extreme
2223,HARGILL ROAD,North East,3.99616E+11,Ground Mounted,500,Not Applicable,151,Distribution,Yes,20,0.4,60.4,TORONTO 66/20KV,DL15 8HL,"DL15 8HJ, DL15 8HH, DL15 8RB, DL15 8FE, DL15 8HL, DL15 8HN, DL15 8EX, DL15 8HS, DL15 8EU, DL15 8HQ",Not Applicable,416072,533434,0.534717977,0.00933286,Suburban,0.013,Urban,,,,,,Medium,Low,Very low,Very low,Very low,0,0,0,0,0.2,0.3,0,0.2,0.3,0,2.541464371,3.330260439,0,0,1,0,0.608292874,2.149078132,,Low,Significant
3657,VILLA REAL AEROSPACE,North East,9.31808E+11,Ground Mounted,1000,Not Applicable,≤5,Distribution,Yes,20,0.4,Redacted,CONSETT,DH8 6SR,Redacted,Not Applicable,411237,552265,0.529061019,0.009234119,Urban,0.013,Urban,,,,,,Low,Low,Very low,Very low,Very low,0,0,0,0,0,0.3,0,0,0.3,0,0,3.312596627,0,0,1,0,0,2.143778988,,,Significant
