objectid,site_name,dno_area,substation_id,site_type,transformer_rating__kva,firm_capacity__mva,customer_numbers,customer_numbers_filtered,site_level,three_phase,primary_voltage__kv_,secondary_voltage__kv_,maximum_demand__kw_,upstream_substation,postcode,postcodes_fed,postal_sectors_fed,eastings,northings,slope,slope_dimensionless,twi,spi,class,mannings,df_class,rofrs_0_2m,rofrs_0_3m,rofrs_0_6m,rofrs_0_9m,rofrs_1_2m,rofsw_0_2m,rofsw_0_3m,rofsw_0_6m,rofsw_0_9m,rofsw_1_2m,rofrs_high,rofrs_med,rofrs_low,rofsw_high,rofsw_med,rofsw_low,rof_high,rof_med,rof_low,velocity_high,velocity_med,velocity_low,df_high,df_med,df_low,hazard_high,hazard_med,hazard_low,degree_high,degree_med,degree_low,degree_high_class,degree_med_class,degree_low_class,degree_high_norm,degree_med_norm,degree_low_norm,twi_class,twi_class_norm,spi_class,spi_class_norm,combined_norm,site_type_class_high,site_type_class_med,site_type_class_low,site_type_norm_high,site_type_norm_med,site_type_norm_low,customers_class,customers_class_norm,high,med,low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3190,LOW SPENNYMOOR INDUSTRIAL,North East,5.8641E+11,Ground Mounted,750,Not Applicable,26,26,Distribution,Yes,11,0.4,223.8,LOW SPENNYMOOR,DL16 7RS,"DL14 6JZ, DL16 7RY, DL16 7RS, DL16 7RZ, DL16 6RS",Not Applicable,426499,533669,3.56380868,0.062280534,5.771838665,1.245610714,Urban,0.013,Urban,,,,,,Medium,Medium,Medium,Low,Very low,0,0,0,0,0.6,0.9,0,0.6,0.9,0,13.6563188,17.89483998,0,1,1,0,9.493791278,17.55535598,,Extreme,Extreme,,4,4,,1,1,2,0.25,3,0.5,0.375,,1,1,,0,0,3,0.5,,0.46875,0.46875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3191,LOWHILLS NORTH,North East,1.46608E+11,Ground Mounted,315,Not Applicable,?5,,Distribution,Yes,11,0.4,Redacted,PETERLEE INDUSTRIAL,SR8 2JF,Redacted,Not Applicable,441019,541809,3.330933332,0.058201338,7.34365654,5.238120079,Suburban,0.013,Urban,,,,,,High,High,High,High,Medium,0,0,0,0.9,1.2,1.2,0.9,1.2,1.2,17.298886,20.95610799,20.95610799,1,1,1,17.0189974,26.74732959,26.74732959,Extreme,Extreme,Extreme,4,4,4,1,1,1,4,0.75,4,0.75,0.75,1,1,1,0,0,0,1,0,0.4375,0.4375,0.4375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3192,LOWLAND,North East,6.48189E+11,Ground Mounted,500,Not Applicable,112,112,Distribution,Yes,20,0.4,256.4,POTTER HOUSE T1 T3,DH7 8NN,"DH7 8QX, DH7 8NN, DH7 8QL, DH7 8NL, DH7 8PW, DH7 8NY, DL14 9TT, DH7 8NU",Not Applicable,423848,539700,6.246225834,0.10945115,4.514862061,1.094511509,Suburban,0.013,Urban,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,1,0,2,0.25,0.125,,,,,,,4,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3193,LUDWORTH WEST,North East,8.12469E+11,Ground Mounted,300,Not Applicable,157,157,Distribution,Yes,20,0.4,167.5,FISHBURN,DH6 1NB,"DH6 1NB, DH6 1NQ, DH6 1LR, DH6 1LZ, DH6 1NU, DH6 1NF, DH6 1LS, DH6 1NG, DH6 1NE, DH6 1ND, DH6 1NZ, DH6 1NY, DH6 1NA, DH6 1NW",Not Applicable,436000,541370,0.799592853,0.013956434,7.673012257,0.418693036,Suburban,0.013,Urban,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,4,0.75,1,0,0.375,,,,,,,4,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3194,MAGALOUF,North East,6.42912E+11,Pole Mounted,50,Not Applicable,?5,,Distribution,No,20,0.4,Redacted,FISHBURN,DL17 9DY,Redacted,Not Applicable,434131,532856,6.725615025,0.117926261,5.133428097,2.358525276,Suburban,0.013,Urban,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,1,0,3,0.5,0.25,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3195,MAY STREET,North East,3.27375E+11,Ground Mounted,500,Not Applicable,207,207,Distribution,Yes,11,0.4,425,DURHAM EAST,DH1 4EN,"DH1 4EN, DH1 4EB",Not Applicable,426581,542251,6.559533596,0.114988279,6.257269859,6.899296284,Suburban,0.013,Urban,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,3,0.5,4,0.75,0.625,,,,,,,4,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3196,MAYNARDS ROW,North East,5.73307E+11,Ground Mounted,1000,Not Applicable,267,267,Distribution,Unknown,11,0.4,462.5,BELMONT,DH1 1QF,"DH1 2JR, DH1 2XG, DH1 2QJ, DH1, DH1 2XB, DH1 1XH, DH1 1QH, DH1 2JT, DH1 2LN, DH1 2LH, DH1 1UP, DH1 1QQ, DH1 2JU, DH1 2JX, DH1 1WB, DH1 1JA, DH1 1QF, DH1 1QG, DH1 2JL, DH1 2JS",Not Applicable,428632,542738,1.960577607,0.034231896,5.677182674,0.342318982,Suburban,0.013,Urban,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,2,0.25,1,0,0.125,,,,,,,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3197,MERCIA RETAIL,North East,1.20656E+11,Ground Mounted,500,Not Applicable,7,7,Distribution,Yes,11,0.4,194.3,DURHAM EAST,DH1 5GF,"DH1 5GF, DH1 5GB",Not Applicable,427094,545775,1.295227766,0.022609841,6.785102367,0.452196836,Urban,0.013,Urban,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,3,0.5,1,0,0.25,,,,,,,2,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3198,MERRINGTON GRANGE,North East,8.90158E+11,Pole Mounted,25,Not Applicable,?5,,Distribution,Unknown,20,0.4,Redacted,TORONTO 66/20KV,DL16 7JN,Redacted,Not Applicable,426752,530570,4.329558372,0.075709205,7.448390007,9.842196465,Arable and horticulture,0.03,Pasture/Arable,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,4,0.75,5,1,0.875,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3199,MERRINGTON HOUSE,North East,4.58253E+11,Ground Mounted,1000,Not Applicable,?5,,Distribution,Yes,11,0.4,Redacted,LOW SPENNYMOOR,DL16 7UY,Redacted,Not Applicable,426525,533371,1.189084768,0.020756424,6.177484512,0.207564235,Urban,0.013,Urban,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,3,0.5,1,0,0.25,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3200,MERRINGTON PIGGERIES,North East,9.61206E+11,Pole Mounted,7,Not Applicable,?5,,Distribution,Unknown,20,0.4,Redacted,TORONTO 66/20KV,DL17 0ND,Redacted,Not Applicable,426610,529696,2.359639406,0.041206776,5.491737843,0.412067741,Broadleaved woodland,0.1,Woodland,Low,Very low,Very low,Very low,Very low,,,,,,0,0,0.2,0,0,0,0,0,0.2,0,0,0.694231501,0,0,0,0,0,0.2388463,,,Low,,,1,,,0,2,0.25,1,0,0.125,,,1,,,0,1,0,,,0.03125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3201,MERRY OAKS,North East,9.0567E+11,Ground Mounted,500,Not Applicable,151,151,Distribution,Yes,11,0.4,173.9,MEADOWFIELD,DH1 3QQ,"DH1 3QZ, DH1 3QN, DH1 3PZ, DH1 3QQ, DH1 4NS, DH1 3QH, DH1 3PT, DH1 3PX, DH1 4JP, DH1 3QJ, DH1 3QW, DH1 3QG, DH1 3QP, DH1 3PR, DH1 3QL, DH1 3PS, DH1 3PY",Not Applicable,426155,541304,4.541377068,0.079428387,5.528631687,1.588567615,Suburban,0.013,Urban,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,2,0.25,3,0.5,0.375,,,,,,,4,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3202,MIDDLEHAM SEWAGE,North East,1.92591E+11,Pole Mounted,50,Not Applicable,?5,,Distribution,Unknown,20,0.4,Redacted,FISHBURN,DL17 9AF,Redacted,Not Applicable,432854,530891,5.225283623,0.091452084,7.333582401,12.80329037,Urban,0.013,Urban,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,4,0.75,5,1,0.875,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3203,MIDDLESTONE,North East,4.82663E+11,Pole Mounted,100,Not Applicable,27,27,Distribution,Unknown,20,0.4,32,TORONTO 66/20KV,DL14 8AF,DL14 8AQ,Not Applicable,425320,531313,1.057132244,0.018452532,7.681433201,0.738101304,Arable and horticulture,0.03,Pasture/Arable,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,4,0.75,2,0.25,0.5,,,,,,,3,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3204,MIDDLESTONE FIELD,North East,10218049356,Ground Mounted,500,Not Applicable,400,400,Distribution,Yes,11,0.4,189.6,LOW SPENNYMOOR,DL16 7ED,"DL16 7DX, DL16 7DY, DL16 7DQ, DL16 7DR, DL16 7DT, DL16 7DL, DL16 7AB, DL16 7EF, DL16 7EG, DL16 7DJ, DL16 7EE, DL16 7EA, DL16 7DU, DL16 7ED, DL16 7EB, DL16 7DS, DL16 7AD, DL16 7ES, DL16 7DH, DL16 7EQ, DL16 7DN, DL16 7DZ, DL16 7LZ",Not Applicable,424779,532758,1.501536131,0.026212751,8.939826965,5.242549896,Suburban,0.013,Urban,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,5,1,4,0.75,0.875,,,,,,,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3205,MILBURNGATE CENTRAL,North East,7.67954E+11,Ground Mounted,1000,Not Applicable,41,41,Distribution,Yes,11,0.4,221.8,DURHAM EAST,DH1 4SL,"DH1 4SR, DH1 4RA, DH1 4UB, DH1 4SH, DH1 4TZ, DH1 4UD, DH1 4SQ, DH1 4SJ, DH1 4SL, DH1 4TY, DH1 5PJ, DH1",Not Applicable,427212,542557,4.790615082,0.083807396,4.781819344,0.838073969,Urban,0.013,Urban,,,,,,Low,Low,Low,Low,Low,0,0,0,0,0,1.2,0,0,1.2,0,0,25.14694997,0,0,1,0,0,31.77633996,,,Extreme,,,4,,,1,1,0,2,0.25,0.125,,,1,,,0,3,0.5,,,0.40625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3206,MILBURNGATE STORE,North East,5.25029E+11,Ground Mounted,800,Not Applicable,?5,,Distribution,Yes,11,0.4,Redacted,DURHAM EAST,DH1 4SL,Redacted,Not Applicable,427234,542606,14.9871006,0.267707906,5.412203312,16.0624733,Urban,0.013,Urban,,,,,,Low,Low,Low,Low,Low,0,0,0,0,0,1.2,0,0,1.2,0,0,44.9443127,0,0,1,0,0,55.53317524,,,Extreme,,,4,,,1,1,0,5,1,0.5,,,1,,,0,1,0,,,0.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3207,MILL ROAD,North East,6.09888E+11,Ground Mounted,1000,Not Applicable,68,68,Distribution,Yes,11,0.4,212.6,MEADOWFIELD,DH7 8HE,"DH7 8EY, DH7 8HE, DH7 8EJ, DH7 8ET, DH7 8EU, DH7 8HJ, DH7 8JE, DH7 8HR",Not Applicable,425188,540165,1.142003775,0.019934366,6.911042213,0.398687303,Urban,0.013,Urban,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,4,0.75,1,0,0.375,,,,,,,3,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3208,MONKS CRESCENT,North East,6.60512E+11,Ground Mounted,500,Not Applicable,157,157,Distribution,Yes,11,0.4,106.3,BELMONT,DH1 1HD,"DH1 1HA, DH1 1HE, DH1 1HR, DH1 1HG, DH1 1HQ, DH1 1HL, DH1 1HB, DH1 1HF, DH1 1HD",Not Applicable,428832,543457,3.542429447,0.061905958,10.1598978,99.04953003,Suburban,0.013,Urban,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,5,1,5,1,1,,,,,,,4,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3209,MOOR CRESCENT,North East,4.15944E+11,Ground Mounted,500,Not Applicable,133,133,Distribution,Yes,11,0.4,112.8,BELMONT,DH1 1DL,"DH1 1DR, DH1 1DX, DH1 1DW, DH1 1DN, DH1 1DS, DH1 1DJ, DH1 1DU, DH1 1DL, DH1 1DP",Not Applicable,429476,543489,0.678066552,0.011835046,6.739275455,0.118350461,Suburban,0.013,Urban,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,3,0.5,1,0,0.25,,,,,,,4,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3210,MOOR EDGE,North East,9.39146E+11,Ground Mounted,315,Not Applicable,110,110,Distribution,Yes,11,0.4,102,MEADOWFIELD,DH1 4HT,"DH1 4AJ, DH1 4AH, DH1 4HT, DH1 4AN, DH1 4HU, DH1 4AG, DH1 4AL, DH1 4HS, DH1 4AQ",Not Applicable,425853,542753,1.932245016,0.033736828,5.691750526,0.33736825,Suburban,0.013,Urban,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,2,0.25,1,0,0.125,,,,,,,4,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3211,MOORE SQUARE,North East,9.13011E+11,Ground Mounted,500,Not Applicable,322,322,Distribution,Yes,20,0.4,404.5,HARTMOOR 66/20KV,TS28 5JD,"TS28 5JW, TS28 5JN, TS28 5JF, TS28 5HP, TS28 5HX, TS28 5BH, TS28 5BQ, TS28 5LH, TS28 5HT, TS28 5JP, TS28 5HR, TS28 5BJ, TS28 5JB, TS28 5JE, TS28 5JG, TS28 5HU, TS28 5HS, TS28 5JD, TS28 5JL, TS28 5PA, TS28 5GZ",Not Applicable,439746,538096,1.482539415,0.02588097,9.828033447,12.42286587,Suburban,0.013,Urban,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,5,1,5,1,1,,,,,,,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3212,MORLEY,North East,9.34011E+11,Pole Mounted,25,Not Applicable,?5,,Distribution,No,20,0.4,Redacted11480.02524375911,BRANCEPETH,DH7 8DS,Redacted,Not Applicable,422045,539380,3.353246689,0.058592107,8.94640255,26.36644745,Improved grassland,0.04,Pasture/Arable,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,5,1,5,1,1,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3213,MURTON CENTRAL,North East,8.73951E+11,Ground Mounted,1000,Not Applicable,322,322,Distribution,Yes,11,0.4,266.1,HAWTHORN PIT,SR7 9BJ,"SR7 9BE, SR7 9AD, SR7 9BA, SR7 9PG, SR7 9BN, SR7 9BH, SR7 9BT, SR7 9BL, SR7 9BQ, SR7 9PE, SR7 9BG, SR7 9RD, SR7 9AG, SR7 7SL, SR7 7AG, SR7 9PA, SR7 9AE, SR7 9BJ, SR7 9BS, SR7 9AX, SR7 9AZ, SR7 9AY, SR7 9BB, SR7 9NB, SR7 9BP, SR7 9PF, SR7 9PB, SR7 9NX",Not Applicable,439498,546999,4.302358627,0.075231776,4.889766693,0.752317786,Suburban,0.013,Urban,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,1,0,2,0.25,0.125,,,,,,,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3214,MURTON PLANTATION,North East,8.32472E+11,Pole Mounted,25,Not Applicable,?5,,Distribution,No,20,0.4,Redacted,HARTMOOR 66/20KV,TS28 5NT,Redacted,Not Applicable,441517,533117,2.279472828,0.039805309,7.318099499,2.388318539,Suburban,0.013,Urban,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,4,0.75,3,0.5,0.625,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3215,MURTON WEST (PEN),North East,4.19654E+11,Ground Mounted,800,Not Applicable,447,447,Distribution,Yes,20,0.4,581.2,HAWTHORN PIT,SR7 9EQ,"SR7 9QG, SR7 9QN, SR7 9EH, SR7 9EF, SR7 9QD, SR7 9ET, SR7 9QE, SR7 9PU, SR7 9EJ, SR7 9QP, SR7 9EQ, SR7 9EL, SR7 9QL, SR7 9QF, SR7 9EA, SR7 9QH, SR7 9EG, SR7 9EB, SR7 9HT, SR7 9QQ, SR7 9EW, SR7 9EN, SR7 9PY, SR7 9ED, SR7 9QW, SR7 9ER, SR7 9ES, SR7 9EE, SR7 9EP",Not Applicable,439174,547442,3.111089706,0.054352186,7.006615162,3.261131287,Suburban,0.013,Urban,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,4,0.75,4,0.75,0.75,,,,,,,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3216,NETPARK DARCY,North East,48436393931,Ground Mounted,1000,Not Applicable,?5,,Distribution,Yes,20,0.4,Redacted,TBC,TS21 3DT,Redacted,Not Applicable,435305,531088,1.641719103,0.028661248,5.854794502,0.286612481,Inland rock,0.035,Pasture/Arable,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,2,0.25,1,0,0.125,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3217,NEVILLES CROSS,North East,6.75003E+11,Ground Mounted,500,Not Applicable,215,215,Distribution,Yes,11,0.4,204.2,MEADOWFIELD,DH1 4FB,"DH1 4PF, DH1 4PE, DH1 4NS, DH1 4PG, DH1 4NR, DH1 4FB, DH1 4PH, DH1 4NT, DH1 4JY, DH1 4NP, DH1 4QL",Not Applicable,426240,541675,4.848730564,0.084828914,5.868316174,2.544867516,Suburban,0.013,Urban,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,2,0.25,3,0.5,0.375,,,,,,,4,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3218,NEW WINNING,North East,4.81683E+11,Ground Mounted,500,Not Applicable,?5,,Distribution,Yes,20,0.4,Redacted,HARTMOOR 66/20KV,TS27 4TF,Redacted,Not Applicable,440708,538478,4.648190022,0.081304666,6.198431492,3.252186775,Suburban,0.013,Urban,,,,,,Medium,Medium,Very low,Very low,Very low,0,0,0,0,0.3,0.3,0,0.3,0.3,0,9.829434962,9.829434962,0,1,1,0,4.098830489,4.098830489,,Extreme,Extreme,,4,4,,1,1,3,0.5,4,0.75,0.625,,1,1,,0,0,1,0,,0.40625,0.40625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3219,CRAWLEAS,North East,6.74885E+11,Pole Mounted,100,Not Applicable,?5,,Distribution,Yes,20,0.4,Redacted,SPENNYMOOR 66/20KV,DL14 8EQ,Redacted,Not Applicable,425574,529638,1.364206791,0.023814401,6.733197212,0.476288021,Suburban,0.013,Urban,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,3,0.5,2,0.25,0.375,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3220,CROW TREES,North East,9.00034E+11,Pole Mounted,100,Not Applicable,?5,,Distribution,Yes,20,0.4,Redacted,SPENNYMOOR 66/20KV,DH6 5NP,Redacted,Not Applicable,430612,537119,6.076028824,0.106446035,4.542702198,1.064460397,Calcareous grassland,0.04,Pasture/Arable,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,1,0,2,0.25,0.125,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3221,CROXDALE SOUTH,North East,4.82712E+11,Ground Mounted,300,Not Applicable,137,137,Distribution,Yes,20,0.4,119.8,SPENNYMOOR 66/20KV,DH6 5HX,"DH6 5HX, DH6 5JA, DH6 5HU, DH6 5HZ, DH6 5JB, DH6 5HY",Not Applicable,426648,536651,1.152267218,0.020113569,6.208945751,0.201135695,Suburban,0.013,Urban,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,3,0.5,1,0,0.25,,,,,,,4,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3222,CUTHBERT AVENUE,North East,8.76688E+11,Ground Mounted,500,Not Applicable,144,144,Distribution,Yes,11,0.4,115,BELMONT,DH1 2ED,"DH1 2RZ, DH1 2EF, DH1 2EE, DH1 2EH, DH1 2EA, DH1 2TN, DH1 2ED, DH1 2FT",Not Applicable,429562,542121,3.432808876,0.059985611,7.514131069,6.598417282,Suburban,0.013,Urban,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,4,0.75,4,0.75,0.75,,,,,,,4,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3223,DEAF HILL,North East,6.69641E+11,Pole Mounted,16,Not Applicable,?5,,Distribution,No,20,0.4,Redacted,FISHBURN,TS29 6QZ,Redacted,Not Applicable,437757,536958,2.613907576,0.04565297,6.487884045,1.36958909,Improved grassland,0.04,Pasture/Arable,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,3,0.5,3,0.5,0.5,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3224,DEAN INDUSTRIAL,North East,3.22591E+11,Ground Mounted,500,Not Applicable,22,22,Distribution,Yes,20,0.4,59.1,SPENNYMOOR 66/20KV,DL17 8LH,"DL17 8LH, DL17 8LN",Not Applicable,428428,532975,3.309106112,0.057819099,5.846168518,1.156381965,Suburban,0.013,Urban,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,2,0.25,2,0.25,0.25,,,,,,,2,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3225,DEERNESS HEIGHTS,North East,6.55269E+11,Ground Mounted,500,Not Applicable,113,113,Distribution,Yes,20,0.4,180,POTTER HOUSE T1 T3,DH7 8TX,"DH7 8TY, DH7 8SL, DH7 8TQ, DH7 8TX",Not Applicable,423612,540185,2.664922237,0.046545237,6.063062668,0.930904746,Suburban,0.013,Urban,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,2,0.25,2,0.25,0.25,,,,,,,4,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3226,DENESIDE SACRISTON,North East,2.05533E+11,Ground Mounted,500,Not Applicable,105,105,Distribution,Yes,20,0.4,125,POTTER HOUSE T1 T3,DH7 6BA,"DH7 6DE, DH7 6BB, DH7 6DD, DH7 6JF, DH7 6BA",Not Applicable,424135,547780,4.595975399,0.080387393,5.922095299,2.411621809,Suburban,0.013,Urban,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,2,0.25,3,0.5,0.375,,,,,,,4,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3227,DONG JIN,North East,7.47461E+11,Ground Mounted,1600,Not Applicable,?5,,Distribution,Yes,11,0.4,Redacted,PETERLEE WEST,SR8 2QJ,Redacted,Not Applicable,440857,541429,2.738383532,0.047830233,6.035829544,0.956604719,Urban,0.013,Urban,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,2,0.25,2,0.25,0.25,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3228,DOXFORD NSK,North East,4.9502E+11,Ground Mounted,500,Not Applicable,?5,,Distribution,Yes,11,0.4,Redacted,PETERLEE WEST,SR8 2RL,Redacted,Not Applicable,440952,540939,0.357100964,0.006232668,10.42505836,1.308860302,Urban,0.013,Urban,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,5,1,3,0.5,0.75,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3229,DRAGON LANE RETAIL,North East,4.66762E+11,Ground Mounted,1000,Not Applicable,24,24,Distribution,Yes,11,0.4,381.3,BELMONT,DH1 2WP,"DH1 2DX, DH1 2EB, DH1 2WP, DH1 2YB, DH1 2WB",Not Applicable,429697,542511,1.701135993,0.029699151,7.205516338,1.187965989,Urban,0.013,Urban,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,4,0.75,3,0.5,0.625,,,,,,,3,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3230,DRAGONVILLE TIMBER,North East,6.74413E+11,Pole Mounted,200,Not Applicable,?5,,Distribution,Unknown,11,0.4,14.1,BELMONT,DH1 2RH,Redacted,Not Applicable,429692,543024,0.409527063,0.007147717,10.57575226,2.001360893,Urban,0.013,Urban,,,,,,Very low,Very low,Very low,Very low,Very low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,5,1,3,0.5,0.75,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3231,DROPSWELL,North East,9.34028E+11,Pole Mounted,50,Not Applicable,?5,,Distribution,Unknown,20,0.4,Redacted,HARTMOOR 66/20KV,TS29 6NL,Redacted,Not Applicable,439102,533795,0.306150287,0.005343381,7.534481525,0.053433813,Arable and horticulture,0.03,Pasture/Arable,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,4,0.75,1,0,0.375,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3232,DRYBURN ST LEONARDS,North East,4.10907E+11,Ground Mounted,500,Not Applicable,191,191,Distribution,Yes,11,0.4,238.3,DURHAM EAST,DH1 5SE,"DH1 5SE, DH1 5BP, DH1 5US, DH1 5BN",Not Applicable,426469,543580,3.598888874,0.062895198,5.068870544,0.628952026,Suburban,0.013,Urban,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,1,0,2,0.25,0.125,,,,,,,4,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
